date_collected,collected_by,country,locality,basisOfRecord,individualID,institutionCode,catalogNumber,scientificName,illium_length,illum_depth,femur_length,femur_circumference,measurementMethod,samplingProtocol
1992-08-12,Sue Hendrickson,USA,"Cheyenne River Indian Reservation in western South Dakota near the city of Faith",Preserved Specimen,1,FMNH,PR2081,Tyrannosaurus rex,1525,608,1321,580,calipers,Osborn (1917)
